,Unnamed: 0,transcript
684,684,as well as further efficiency enhancements. Higher expenses for raw materials and the weakening of the Turkish markets had negative effects.
685,685,"We expect a positive sales development also at Daimler Buses, especially in Europe and in Latin America, though with less dynamism than previously expected."
686,686,We continue with our transformation towards the future of mobility. The large investments we have made and continue to make in the strategic case fields are bearing fruit already today.
687,687,"Personally, I have decided to place my task into younger hands after the end of my contract."
688,688,Daimler continues to be an interesting and attractive investment case with an attractive dividend policy. I now look forward to your questions. Thank you.
689,689,"in the first quarter, and that should of course impact our cash flow. On top, we have also informed the market that our dividend payments from China"
690,690,"does generate a net income, which is higher than the equity you need to grow the business,"
691,691,"On the one hand, in the research and development area, of course, had also a negative impact in the third quarter, but also -- that was also true in the second and the first quarter, and that will be true also in the fourth quarter."
692,692,"There is, of course, a huge dividend payments for the total year. We are missing one"
693,693,"I'm happy to see this development, and that should also give us a possibility also to work on pricing and cost"
694,694,We had mentioned that the pricing and the intensive spendings are very much related to this -- to our issues we had in the
695,695,"And this will not only be done with a regular program in context of the entire fair, but we will also have 3 of our board members present in Las Vegas to answer and to present to you."
696,696,reflecting the stronger increase in inventories because of restrictions in the availability of vehicles caused by the delay of certification processes at Mercedes-Benz
697,697,"Due to the previously mentioned expenses in connection with the ongoing governmental proceedings and measures in various regions with regard to diesel vehicles,"
698,698,"Thank you very much, Bodo. Ladies and gentlemen, you may ask your questions now."
699,699,"That includes, of course, the higher investments, on the one hand, as we have mentioned, but also the"
700,700,the free cash flow and the cash flow spending in Financial Services is more or less determined by the growth of the portfolio.
701,701,"again in the fourth quarter. Of course, I even can tell you there might be even some customers, which we have lost,"
702,702,the product pipeline is a strong one as we have also new products now up and running.
703,703,"But when you look at the total average, we are well positioned also for next year that you don't see"
704,704,"And this is not only on the passenger car business, this will be mainly also about the Daimler Trucks, too. So we look forward to see you at the beginning of the year."
705,705,"Moving to Slide 7. And I won't go through this in detail, but these are all the mills that now have capabilities of making"
706,706,"very favorable, and we're well positioned to take advantage of the growth moving forward."
707,707,"as you move into 2019, it would have a material positive impact on our numbers."
708,708,but there really isn't that much choice. There have been a number of bankruptcies. A number of those have come back from the dead. But
709,709,"On the board grades, we've run all the way up through to our 24-point caliper, and we're very pleased with the quality and the results of that. And we've been working very closely with"
710,710,"going forward as well, operating rates are good at the moment. And that's enabled us to put through the price increases that we've seen."
711,711,"the recent conversions are giving us flexibility. At Maastricht and Somerset, we now have the ability to swing between graphic paper"
712,712,Moving to Slide 12. We thought it would be useful to just update on the recent
713,713,"We've done a great job at getting selling price increases through. And clearly, there's still a little bit more to be done, but we have made those announcements, and we're confident about being"
714,714,"We expect net debt to reduce further in this quarter. It's always our strongest quarter, Q4, so we should see reduction. And based on the current market conditions and exchange rates,"
715,715,and specialty and packaging grades. So that allows us to take advantage of the respective dynamics in each of those markets.
716,716,"I do want to stress that although the project did take a little bit longer, the quality of the product coming off"
717,717,especially over the last couple of days. But I will point out that half the quarter is gone already.
718,718,and we think some of that's got to do with the fact that the selling prices on the coated mechanical haven't gone up to the same extent. So we've seen a little bit of shifting around there.
719,719,"production that we were short this quarter, we would expect that to come back next year. Plus,"
720,720,And we'll just start to see the volume come up and the price come up on that product as we move through the -- into
721,721,"Good morning, ladies and gentlemen. At this time, we would like to welcome everyone to Cosan's Second Quarter"
722,722,"Investors should understand that general economic conditions, industry conditions and other operating factors could also affect the future results of Cosan and could cause"
723,723,"This delay will not compromise our targets of reaching the top -- the high end of the guidance range in terms of crushing,"
724,724,"Historically, sales of own products are more concentrated in the second half of the crop year when prices are usually more attractive."
725,725,"This year we saw a crushing delay in the beginning of the crop, resulting in lower availability of own products this quarter"
726,726,"by incorporating those mills to the Project, which is our centralizes operation center, and this can be done relatively quickly."
727,727,"The pace of conversion was lower this quarter as it was in the first half of the year, but there is no change to our full year guidance in terms of CapEx or to the number of service stations that we expect to convert."
728,728,"and this increases the availability of own products for sale, but also because sugar prices were very favorable in early crop as well as ethanol prices that had an atypical appreciation."
729,729,"In order to facilitate the understanding and comparison of results, we've incorporated the currency effect of hedging sugar exports"
730,730,Prices dropped in March with the anticipation of the crushing but quickly reversed the usual downward trend and went up during the crop's first quarter last year.
731,731,"But it is important to stress that since July we have been seeing adjustments to diesel and gasoline prices almost every day,"
732,732,So once again we show our guidance for the full year. There has been no change whatsoever to the numbers presented last quarter.
733,733,"This conference is being recorded at the request of Worthington Industries. If anyone object, you may disconnect at this time."
734,734,"will result in meaningful improvements in margins, return on capital and growth for our company as Transformation 2.0 becomes part of our daily routine."
735,735,"And finally, our ZNW venture in China continues to ramp up with trial orders being produced for target customers there."
736,736,We continue to add people with outstanding experience and capability to the growing consumer products team.
737,737,"and even in our corporate support functions. There's great energy in the spread of Transformation 2.0 work as we accelerate the deployment of more teams, expand our abilities, move more quickly and reach deeper into the business."
738,738,a year ago for a period of a couple of quarters. They had
739,739,"because we have not done any acquisitions recently and we have not been buying back stock, we've basically accumulated cash. I would not expect that"
740,740,"And it's very limited, very small, not material to our overall purchase. So we do not understand what's going on there and we'd look to you to explain that."
741,741,"The days inventory that we have on hand is lower than it's ever been. And our delivery performance, our service levels to our customers, is higher than it's ever been and more consistent."
742,742,But I think the way we think about capital allocation has not changed much at all.
743,743,We are proud of our employees who seem to be embracing change and working hard to drive improvements.
744,744,very high material spreads because of what happened with steel prices over a year ago getting very low. A little bit of that has come back. Their volume continues to improve.
745,745,"or say that our goal is to have a large cash balance going forward in perpetuity. Ultimately, we want to find good places to invest that cash, whether it be"
746,746,So you cannot look at it on a per unit basis. That's misleading. And I will tell you that we have not reduced prices for any Cylinders that I know of.
747,747,they did not succeed as well with the first transformation partly because of all the acquisition activity that we were doing.
748,748,So that's the kind of benefits that you should be looking forward to across the business.
749,749,We want to fund a nice steady dividend. We like increasing our dividend as the company's performance improves.
750,750,"focusing in our core and then we will selectively look outside. But if we do go outside of our core, there's likely to be smaller businesses where we buy them,"
751,751,"Was the question do they have them? Or are we including them? No, have you seen any, in the most recent quarter here, ended?"
752,752,"We saw strong performance from Steel Processing, modest improvement at Cylinders and Engineered Cabs and a modest decline in joint venture income. Strength in automotive and construction was offset by continued weakness in oil and gas and agriculture."
753,753,There's more activity in the eastern part of the country
754,754,"And I would also say the third quarter, as you know, John, for a lot of our businesses, just happens to be a seasonal low point."
755,755,"We want to dramatically increase the good stuff and dramatically decrease the bad stuff, and we are able to do that pretty constantly. And what that translates to on the bottom line is the kind of improvements that you see for us"
756,756,"We do fund -- and in fact, I was explaining to a group of our employees this morning, we fund our capital projects as we find good projects to fund"
757,757,"And so while the improvement is not incremental and it is dramatic weighted against the earnings of the company,"
758,758,"the current trend in the steel prices, some of which has already happened and where we are in the quarter there's going to be"
759,759,"Yes, I mean, that business tends to follow what our steel company does. We don't calculate their FIFO gain or loss because we're really just reporting an equity income number."
760,760,"However, we are seeing green shoots as revenue and bookings have increased modestly over the past several months."
761,761,our original Transformation first reached critical mass about 8 years ago as they continue to push back the edge of what's possible there.
762,762,"penalties associated with it. So it's not particularly economic to do so. And frankly, the way we think about it, we like to have"
763,763,enthusiastic that suddenly the oil and gas business is going to be back to where it was 4 years ago. But capital budgets for the big exploration companies and
764,764,"in the trade cases, it looks like March imports are going to be up pretty dramatic. Do you have any theory as to what's happening?"
765,765,"I would say that was some recovery. And a couple of their software end markets really gives them the ability over the next couple of years to really drive what I would think would be pretty substantial,"
766,766,"current priorities right now in terms of maybe your top 2 or 3, which ones are the strongest maybe in terms of buybacks or acquisitions or"
767,767,"as it relates to whether new plants, new equipment. We fund those. And we've been doing that the last 5 or 6 years, and we will continue to do that."
768,768,"In Cylinders, there's probably just more raw opportunity globally, new products, new markets consolidating some of our existing businesses."
769,769,"And for the fifth consecutive quarter, free cash flow more than covered the cash dividend paid."
770,770,"to the yard in Ingleside, Texas, where it arrived in early October and where construction of the project's production platform will be completed."
771,771,in LNG liquefaction volumes have leveraged the positive impact of these favorable market conditions.
772,772,"We have a clear strategy, a competitive and differentiated portfolio, which we are expanding and reshaping to increase margins with a focus on OpEx and operational performance as key measures of success."
773,773,Let me close out. Our results today show that we are successfully pulling on powerful financial levers that strengthen the balance sheet.
774,774,"In terms of the performance of our manufacturing and chemical sites,"
775,775,"Prelude and Appomattox, the growth we're seeing in our shales business as well. So solid growth coming through for the next couple of years."
776,776,"I think the credit rating outcomes are an outcome of fundamentally good performance, and we're doing all we can to continue that trajectory."
777,777,"and we've got good shale opportunities in our portfolio. What we're looking for on the oil and gas side is the most competitive, highest-return marginal barrel or marginal ton of LNG, if you will."
778,778,So I wouldn't -- there's nothing for me to kind of highlight in terms of anything unusual happening from a capital profile perspective in the Integrated Gas business.
779,779,"The other things you mentioned, working capital. That's really a story about the current price environment. There's nothing else"
780,780,"have the right strategy, execute that strategy and generate the cash necessary to"
781,781,I think we're pulling all the levers to make that possible and to be in a much better position in terms of increasing distributions to shareholders over the next couple of years.
782,782,"We are very pleased with our position with Basrah Gas Company. We remain committed to the country, and we believe there's future opportunity with that business and potentially other projects as well. So it's very"
783,783,"pretty confident in terms of the business that we have and not seeing kind of negative headwinds, if you will."
784,784,demonstrate a company that is delivering on the strategy and should be in the position for the financial framework to get to where we want to be
785,785,"We've done that review. You see the impairments that are coming through relatively light, a good chunk of those having to do with"
786,786,"I think your second question related to -- I think it was a cost question, if I'm correct, in terms of what's flowing through."
787,787,That more than compensated for the divestment program and the decline. So that would be a good example.
788,788,you would want to keep customers either filling up or charging up at your stations so you can take advantage of the non-fuels retail offering. So
789,789,We're trying to bring these power offerings together. We also see the trend with electric vehicle
790,790,"On the cash taxes, indeed, there has been a transition happening in the company"
791,791,"as an operator, you really need to see to unlock"
792,792,"So just -- it's been in motion for a number of years, and so I think it's somewhat difficult to draw conclusions"
793,793,"removing the dividend withholding tax. That hasn't happened yet. But if that were, then"
794,794,"All right, I think we have got to our last question."
795,795,Our results today show that we are successfully pulling on powerful financial levers that strengthen the balance sheet as we continue to reshape Shell's portfolio and transform the company.
796,796,as additional volumes to existing plants like NLNG continue to strengthen the resilience and competitiveness of our supply portfolio.
797,797,"These investments will be channeled into expanding and improving the retail network, improving the fuel logistics infrastructure and developing partnerships to deliver world-class products and services to consumers and businesses in Mexico."
798,798,The hull will form the base of Shell's largest floating platform in the Gulf of Mexico.
799,799,"This move will allow Shell to provide customers the flexibility to charge their electric vehicles at home, work and on the go."
800,800,"driven mainly by supply disruption. And in Chemicals, industry cracker margins were impacted by higher feedstock costs,"
801,801,"It looks like refinery and chemical plant availability both took a little back step in the third quarter. I know there were some fires at some of the sites. But the question is -- I mean, is -- do you think we -- Shell will be able to get"
802,802,"no concern about the direction of travel. It's really the circumstance of the quarter in terms of some of the cash proceeds. In addition to that, we had"
803,803,Vito indeed is one of the growth options that we have in the future. It is one of many. There's a fierce competition for capital at the moment in the organization.
804,804,"Things like the Motiva transaction, the portfolio changes also having an impact."
805,805,"I think, indeed, we've made a huge amount of progress over the last couple of years. You're seeing that come through in the numbers."
806,806,there's something that could come -- could surface that would be interesting for us to consider.
807,807,"Our commitment is to get our leverage and our gearing down to 20%. We've maintained our commitment through the dividend via the scrip program. As part of that,"
808,808,"In terms of the provision question, indeed it's a good opportunity for me to highlight. We had an accelerated payment"
809,809,"We recognize that, that new capacity needs to come onstream -- needs to be absorbed in the next couple of years."
810,810,"did in the third quarter. And again, I want to go back to a point that I've been trying to make in a number of different responses. We're really focusing on the fundamentals and ensuring that we are"
811,811,"In terms of the trends on capital, indeed in the fourth quarter, we have some trending up relative to prior quarters. That's just the nature of the projects and how capital is flowing."
812,812,participation. We want to provide our customers whatever fuel they would like to have. And if it's
813,813,"We will invest in Downstream to grow in markets where we think there's real opportunity. We see that opportunity in places like Mexico. So indeed, I think you will see more coming from that business, but it's not a big draw on capital."
814,814,until it really looks like it's going to get across the finish line. We've been in Nigeria for decades. It's an important country for us.
815,815,"we have a lot of growth coming through at the moment, and we see continued growth in the next couple of years. And again, it's across our portfolio."
816,816,"over time, and we're starting to see that coming through now and I expect more to come through the medium term from both of those businesses. And of course,"
817,817,we could take a look at the structure. But we'll need to wait for that to actually come to fruition before we move into decision-making in that space.
818,818,Thank you for your questions today. Let me remind you that we will have our Management Day on the 28th of November in London and on the 29th in New York.
819,819,This competitive performance is further evidence of Shell's growing momentum and strengthens our firm belief that our strategy is working.
820,820,"As part of our retail growth plans, we opened our first service station in Mexico, and now we've opened a further 10 sites with more sites due over the next few months."
821,821,This is a major milestone for Shell and shows our ongoing commitment to Mexico.
822,822,This is an important milestone for a key project which has the potential to boost production in the Gulf of Mexico
823,823,"When you add this customer offer to our current rollout of fast-charging points on Shell forecourts, we believe we are developing the full suite of charge solutions required to support the future of electric vehicles."
824,824,partially offset by the impact of supply tightness in Asia and Europe.
825,825,"of projects come onstream. An important point to make this quarter is that the Motiva transaction completed earlier this year resulted in the full consolidation of the Norco and Convent refineries,"
826,826,Our divestment program continues to make good progress on both raising cash and reshaping the company.
827,827,"We are demonstrating good delivery against these levers, and I want to further strengthen the momentum with a strong focus on performance management, simplicity and costs."
828,828,a reset of the value of the debt associated with the appreciation of the euro. So some of our debt is marked
829,829,"well, first of all, we should point out, Harvey had an impact, a material impact at our Deer Park site, and that certainly impacted availability for the quarter."
830,830,What I will say is there's a commitment to continue to improve the performance of our company to reduce the cost framework or cost structure of our company.
831,831,"I've talked about the various levers on the cost side, underlying operational expense coming down"
832,832,"But I think what we're focusing on is really to focus the fundamentals of the company and focus on operational excellence, capital efficiency, cost efficiency. We've done a lot in that space, we think there's still some more running room for us"
833,833,"as well. That's normal course of business, so I don't think there's anything fundamentally changing or being signaled"
834,834,"when we get to a line of sight of 20%, we will take the scrip off, and then we'll move into a position of balancing"
835,835,energy supply that's very much needed and will continue to be needed as populations grow and quality of life increases across the planet.
836,836,"Looking into the 2020s, there hasn't been a number of large FIDs, given what we expect to happen with the LNG market. We think there should be some tightening in the early 2020s. The exact date,"
837,837,"you have the equity positions, you have transactions that are in the pipeline and you can see reaching the 20% number,"
838,838,"delivering the strategy and generating the cash to be robust, resilient and competitive in the future. And I think that's what you're seeing coming through in the numbers. We've been very clear in terms of what our cash priorities are. It is debt repayment,"
839,839,We test across a range of price assumptions in terms of assessing the value.
840,840,prices and margins rather than cost and growth. Okay.
841,841,position we've taken. I think it touches on a number of things that we're doing as a company. We've got our New Energies business up and running and
842,842,"electrons and if it's V-Power and if it's hydrogen, we want to be there for our customers. And we're looking to bring a portfolio of products to our customers."
843,843,"So I think that is part of the reshaping of the portfolio, and the impact has been between that"
844,844,"At this point in time, there is no update. We think this remains the right rule of thumb for the business."
845,845,"In general, we've been able to move it to a much better place in the last couple of years. We're very pleased with our discussions with the government,"
846,846,"The acquisition of BG accelerated our strategy, brought a lot of growth opportunity into the company. So if you look at Brazil in particular between when we announced and where we are today,"
847,847,"We're, I think, in a pretty good position, a pretty privileged position from a portfolio of options that we have"
848,848,Thank you for your input on the financial disclosure. We do want to be transparent. We do want to provide relevant information to our shareholders so that we can accurately -- and provide the most
849,849,"Again, I'll go back to how we're running the company and the way we look at our businesses. So you mentioned"
850,850,Ben and I and other members of the executive team look forward to speaking with you all then. Thank you very much.
851,851,Our retail offering is providing Mexico's motorists with high-quality Shell fuels and retail services.
852,852,Let me move to the macro environment in the quarter.
853,853,which has added to our earnings in Q3 but also led to increased operating expenses and depreciation compared with the same quarter a year ago.
854,854,"Fundamentally, this is an important opportunity to continue to improve Shell's competitive performance irrespective of oil prices."
855,855,We are improving our returns and delivering a better financial performance. This competitive performance is further evidence of Shell's growing momentum and strengthens our firm belief that our strategy is working.
856,856,"But as you mentioned, we also had a couple other things going on at the outset. They were relatively one-off in nature. So they're -- I wouldn't say it's pointing towards any fundamental operational issues or concerns."
857,857,"We believe Vito is a strong project and will be one of the options that we'll be looking at. But it's one of many, and as I said before, we're -- we have a"
858,858,"So again, the cost reduction trajectory continues. We're going to continue to pull that lever. I think there's still more for us to do in this space. But we're also trying to grow at the same time. So we -- I mentioned Mexico"
859,859,"you, Christopher. I am pleased that the credit rating agencies are recognizing and seeing the performance of the company. I"
860,860,I think it's probably best to direct you to IR. There's some specifics in that that's not probably
861,861,"they're not strategic positions. We will sell them, but we'll sell them for value. And it's really just a matter of when and getting the right timing in terms of exiting those positions."
862,862,"sort of taking that into account, I wanted to ask you if your own views on the outlook for LNG are"
863,863,"So we think the fundamentals are very strong. Indeed, a lot of supply has come on in the last year, will continue to come on in the next 1 to 2 years. So far, the market has absorbed that supply very well."
864,864,"would that be sufficient for you to lift the scrip? And I guess, put that into context of one of your competitors who has already made the commitment to"
865,865,"maintaining the dividend, taking the scrip off and then moving to capital allocation and buybacks and getting that balance right. We think that's the right sequence of events."
866,866,"The challenge with these kinds of variance analysis is there's lots of ins and outs. So maybe just to tease out a few things that I said earlier,"
867,867,"But of course, there is growth happening at the same time, which is going to be an offset to some of that underlying performance."
868,868,looking to help drive new business models and be part and to lead the energy transition.
869,869,We're not receiving any pressure on the dual listing from the government. That can be a topic of interest. Our dual listing
870,870,and other filings with the Securities and Exchange Commission for more detailed discussion of the factors that could cause actual results to differ materially from those projections and any forward-looking statements.
871,871,which is bolstering our confidence and returning to consolidated revenue growth in the second half of the year.
872,872,"As I evaluate the performance of beverage and snacks, it is clear that these platforms are entering the second phase of the Value Creation Plan."
873,873,The completion of our expansion project that added retail bagging capabilities in Mexico allows us to ship directly to customers.
874,874,"were offset by structural investments made in the areas of quality, sales, marketing, operations, engineering and other functional resources"
875,875,"These efforts continue to generate productivity improvements in cost savings in manufacturing, procurement and logistics."
876,876,"Finally, during the quarter we also invested considerable time and resources into pack plan readiness across the company's fruit facilities in California and Mexico in preparation for the 2018 strawberry harvest."
877,877,"To sum it up, we have confidence in the efficacy of our Value Creation Plan initiatives and look forward to updating you on our continued progress."
878,878,"It will take a few quarters to work through this plan. And as a result, we expect to see frozen fruit continue to weigh on our consolidated margins, at least into the fourth quarter."
879,879,"trying to give folks a sense of the weight of the fruit pressure we're experiencing right now and working through, and so that's going to be the primary driver of pressure in the second quarter."
880,880,"that sits inside of the first quarter, that does not include the pressure that also comes from fixed cost coverage, which is not as efficient as it was,"
881,881,obviously influences when you're going to have the ability to regain the business and start growing the business again.
882,882,"may be been more action in the refrigerated section in nut-based beverages, but are you able to kind of navigate this transition"
883,883,So I think the diversification that we've done in the portfolio is allowing us to grow the category quite nicely.
884,884,and we see that category continuing to have good growth potential in the forward years as well.
885,885,"put the growers in a position where they've had to extend their fresh season to try to make up for the lost revenue that they incurred during that weather pattern, if you will."
886,886,"The company undertakes no obligation to publicly correct or update the forward-looking statements made during the presentation to reflect future events or circumstances, except as may be required under applicable securities laws."
887,887,This growth was driven by strong performance in both the aseptic and premium juice categories.
888,888,The lower sales and margin partly reflect our investments in price that began during the fourth quarter as well as our efforts to improve quality and deliver a high level of customer service.
889,889,We are also planning to utilize the most cost-effective combination of our California-based facilities as we process a reduced strawberry crop versus last year.
890,890,"The focus of the portfolio optimization pillar is to simplify the business, investing where structural advantages exist, while exiting businesses or product lines where the company is not effectively positioned."
891,891,"During the first quarter, we completed installation and began commissioning of the new roasting equipment,"
892,892,"During the first quarter, we continue to advance food safety and quality efforts across the entire manufacturing footprint."
893,893,"The expansion will also add increased processing and filling capacity that will allow us to redistribute current production across our national network of aseptic plants,"
894,894,"Once complete, we expect the expansion will increase our aseptic network capacity by approximately 20%. We are excited about the additional opportunities we will be able to target with this."
895,895,I believe that we have demonstrated in Healthy Beverage a blueprint for success. We are replicating this success across each of our platforms.
896,896,"We believe this pressure is expected to be significant in the second quarter, before moderating in the third and fourth quarters."
897,897,"in the prepared remarks we called out kind of a case study to help people understand all the impact that the Value Creation Plan is making, particularly, on that business and we feel that we can do the same across all of our businesses."
898,898,both of which have improved significantly over the last year. So with that comes credibility and the opportunity to get back in front of customers and be viewed as a long-term strategic partner.
899,899,And we've seen a couple of key wins here in the last couple of weeks in our frozen fruits business that give us confidence that we're going to be able to accelerate that as we go throughout the year.
900,900,So it's the combination of getting into different product categories as well as the benefit of
901,901,it's off to a bit of a slow start because of the weather patterns that have played out this year.
902,902,"Yes, I think it's more -- what we're learning is it's more about the availability of supply of fresh on a year-around basis"
903,903,This call is being webcast and its transcription will also be available on the company's website.
904,904,"Finally, we would like to remind listeners that the company may refer to certain non-GAAP financial measures during this conference. The reconciliation of these non-GAAP financial measures was included with the company's press release issued earlier today."
905,905,"As we discussed last quarter, we have a plan in place to improve financial performance in frozen fruit,"
906,906,We remain focused on building a pipeline of sales opportunities and enhancing relationships with our customers
907,907,"The plan also calls for increased investment in capital upgrades in several manufacturing facilities to enhance food safety and manufacturing efficiencies, of which many are already completed."
908,908,We have largely cleaned up our portfolio and are now focused on strategically investing in key areas to drive growth and margin expansion.
909,909,"and we are expecting to be in commercial production in the third quarter of 2018. This expansion will support further growth of a variety of roasted grains, seeds and plant-based snacks."
910,910,The excellent result in customer audit scores seen across all product platforms is evidence of the success of these activities.
911,911,Efforts under this pillar are expected to improve revenue growth and profitability over time.
912,912,"which is expected to drive cost advantages, while creating needed capacity to continue to support future growth."
913,913,"which is enhancing our readiness for the upcoming fruit season and will allow us to have the right products, in the right place, at the right time to meet our customer service requirements."
914,914,"By first establishing and then standardizing operating procedures in the areas of food and employee safety, quality, production and maintenance,"
915,915,"Finally, after investing in a marketing function that previously had limited resources,"
916,916,"and unfavorable shift in sales mix towards lower margin product offerings and significant cost in manufacturing related to yield losses, excess labor and handling, storage costs and outbound freight."
917,917,All of that's led to the capacity expansion that we spoke
918,918,"which again, gives us confidence that a lot of the work that we're doing in our fruit business is starting -- we're starting to realize the benefits with our customer base"
919,919,but how is that playing out in terms of the composition of your aseptic beverage business? And as part of the capacity expansion or the investments you're making in capacity to bring on new capabilities
920,920,could be nondairy primarily products that have higher solid content levels to deliver a specific nutritional benefit
921,921,And as we targeted different categories for sales opportunities it was definitely one that was at the top of the list.
922,922,"What happened earlier in the year is the growing conditions were near ideal in Southern California,"
923,923,"that tends to drive more of the consumption pattern from frozen into fresh, the pricing obviously is also a component of that."
924,924,"which will take time. However, we continue to make good progress in all parts of the plan, and we are well prepared for a successful start to the strawberry season at our California plants."
925,925,"and as a result, we are incurring increased storage and internal transportation cost as well as heightened fruit sorting, resulting in unfavorable labor and yield variances."
926,926,"Our portfolio optimization efforts during the first quarter included the commercialization of our second roasting and processing line at our organic cocoa facility in Holland, which doubles processing capacity in addition to adding new capabilities."
927,927,"To date, we are converting our sales opportunity pipeline at a rate sufficient to meet our expectations to deliver consolidated revenue growth in the back half of the year."
928,928,"Under the 4 pillars of the Value Creation Plan and with the newly formed leadership team, we set out to address these issues."
929,929,we researched the market and leveraged category insights to identify white space opportunities that accomplished the goal of growing our business in adjacent categories and penetrating new channels to diversify our top line.
930,930,"We expect the impact of these hedge losses to be offset by improved forward margins on cocoa that should be realized over the balance of the year, as we sell through our cocoa position, which grew during the first quarter as a result of the expansion of the cocoa processing facility in Holland."
931,931,"where that business is? And where it was when it was running as efficiently as it could, like several years ago at this point?"
932,932,"And we see good opportunities in all of those categories in the nondairy platform in particular, but also primarily in the retail channels on the broth category."
933,933,"add revenue by 2020 and it sounds like we're going to start growing on a consolidated basis in the second half of this year, so we're moving in that direction. But also bring the margins of the business up"
934,934,"If you looked at your pipeline of conversations and discussions and potential new customers and new wins,"
935,935,And we've seen good conversion on a lot of those opportunities with some
936,936,and we thought at that time that actually there was going to be too much fresh strawberry supply and that the market was actually going to convert to freezer earlier than it normally does.
937,937,go up a bit as due to the delay and the need for processors like ourselves to post some prices to get the growers to start to convert.
938,938,"Based on the prices spread that we're seeing right now though, I don't know that there's going to be a significant enough gap between fresh and frozen to create that dynamic"
939,939,Today's presentation also includes references to non-GAAP financial measures. You should refer to information contained in the slides accompanying today's presentation for definitional information and reconciliations of non-GAAP financial measures to the closest GAAP financial measures.
940,940,"Now the good thing, we're implementing our strategy, and we are on track to continue implementing the activities we pointed out from our strategic plan."
941,941,"actually improved our production activities and though it was still somewhat below expectations for the wind resources,"
942,942,"Now guiding to the lower part of the range for '18, there are some impacts that we want to go over. One is that -- related to the storms,"
943,943,We're still looking at the sale of renewables development projects as we talked about last quarter. For those that are in our queue that we may not develop in the near term that -- we can get greater value by selling them off
944,944,"In New York, the AMI and Earnings Adjustment Measurement settlement discussions"
945,945,Maine Certificate of Public Convenience and Necessity is on track. We would expect that in early 2019. The Maine DEP approval is going to be in the early to mid of 2019. And
946,946,"Corporate improvements were primarily related to tax impacts, which I will discuss when we review the Corporate segment."
947,947,Those results were impacted by taxes in the third quarter
948,948,"However, we're guiding to the lower part of the range due to the unexpected negative impacts related to the unusual storm pattern that we talked about in the second quarter, and"
949,949,"Finally, while we continue to focus on implementing our existing plan, we also have"
950,950,complete the filing of our tax returns and true-up our tax provision and deferred tax amounts to those tax returns.
951,951,"I would see that you're going to see more -- going forward, more debt there and more interest expense being loaded at the Corporate level."
952,952,"where we sit presently, we're actually ahead of the previous range of our guidance. And we do see potential further upside in the fourth quarter that made us comfortable with that reset."
953,953,"So that's why a big portion of the resiliency plan that we've announced is focused on vegetation management. NYSEG, for example, is the only utility"
954,954,And so that's going to be a big part of the rate proceedings both in Maine and in New York.
955,955,"essentially convert those borrowings into equity so there will be an equity infusion into Renewables, and"
956,956,"No, not necessarily lower than what we had expected in the second quarter."
957,957,"negative impact on GAAP earnings. We will be adjusting that out for our adjusted earnings, so it won't have an effect on it."
958,958,"get that reflected more in rates. And secondly, with the resiliency plan to be able to capture that. Also when you look at"
959,959,"I think similarly, New York has a state tax structure that you essentially pay the higher of"
960,960,we think it's really important from a resiliency standpoint and meeting the expectation of our customers in New York
961,961,this down? Or was this all kind of within the first 2 quarters with the storm impacts
962,962,"okay? So customers will not see a bill increase,"
963,963,"We're continuing to advance on our large projects, and these are ones that are not in our current forecast."
964,964,"which are now excluded when we switch over to the adjusted earnings. And you can see for the quarter, again,"
965,965,and we had a transmission queue that we -- position that we sold this year as well.
966,966,and that was the 800 megawatts. We filed those executed contracts with the Massachusetts Department of Public Utilities in August.
967,967,offshore wind in the state. We're looking at the number of them in Massachusetts.
968,968,"related to our resiliency program, and we expect to be able to update this during the proceeding."
969,969,"And you'll see that we announced the other day that we will actually now tunnel under the Kennebec River, and we're going to be filing amendments with the DEP for that application."
970,970,"and the examiner's report is scheduled for early December. So we expect receipt of all project approvals by the year-end 2019, and"
971,971,"then the presidential permit, we should have by the end of '19. Now that's predicated on the ISO-New England System Impact Study that has to come first. That study was started on time in August,"
972,972,And we will include it in the rate filing in New York in the first half of '19. And we're already seeing some support from local communities in New York for this type of a program.
973,973,although reduced by the startup and transmission issues that we described in the second quarter.
974,974,"Other impacts that reduced the benefit of the higher rates included higher depreciation and provisions due to new investment, higher bad debt due to a colder winter and the shift from Corporate to Networks for the New York state tax."
975,975,that includes impact on our capital spending that resulted in lower capitalized labor cost.
976,976,along with positive potential impact from the fourth quarter from true-ups of our tax provision and deferred taxes to our tax return.
977,977,"You may recall last year, we had a fairly favorable outcome in the fourth quarter related to that. And any impacts or substantial portion of those impacts would fall to the Corporate segment. So"
978,978,"it may sound pedantic, but to be more specific on the Corporate, in the outlook, you did reduce the midpoint of the assumed Corporate drag for"
979,979,"Yes, and Greg, I don't think it's a structural change more as it is something we see for the upcoming quarter with the tax situation. And we have enough information that says that it looks like it"
980,980,"So while there might be sort of a negative adjustment on the Corporate overheads, we should assume that most of those issues that had caused a delay in revenues or increase in cost this year"
981,981,"for us as a company as we look to restore power but also the benefits that consumers see from that. And we touched on in the presentation but in our meetings with local municipal leaders throughout New York,"
